id,category,subCategory,detailCategory,tags
38,조석·조류·해류,조석,조석,조석|만조|저조|조차|조류|창조
39,기상 및 해양환경,파랑,파랑,풍랑|너울|파랑|파도|바람
40,기상 및 해양환경,기상현상,기상현상,기압|고기압
41,항해·해도·항로표지,해도,해도,해도|수심|저질|암초
42,조석·조류·해류,조석,조석,조석
43,조석·조류·해류,조류,조류,조류
44,조석·조류·해류,조석,조석,조석|대조|소조|조차
45,기상 및 해양환경,바람,바람,바람|보퍼트|기상
46,기상 및 해양환경,바람,바람,바람|해륙풍
47,조석·조류·해류,해류,해류,해류
48,조석·조류·해류,해류,해류,해류
49,조석·조류·해류,조석,조석,고조|저조|조차
50,기상 및 해양환경,기상현상,기상현상,기압|저기압|전선|돌풍
51,기상 및 해양환경,바람,바람,풍속
52,기상 및 해양환경,파랑,파랑,풍랑|파고|풍속
53,기상 및 해양환경,태풍,태풍,태풍|위험반원|가항반원|기압|풍향|풍속
54,기상 및 해양환경,바람,바람,바람|풍향|계절풍
55,기상 및 해양환경,바람,바람,바람|풍향|계절풍|해륙풍
56,조석·조류·해류,조석,조석,조석|고조|저조
57,기관 및 정비,냉각계통,냉각계통,냉각
58,조석·조류·해류,조석,조석,대조|해류
59,조석·조류·해류,조석,조석,조석|대조|조차|조류
60,조석·조류·해류,해류,해류,해류
61,조석·조류·해류,조류,조류,조류
62,기상 및 해양환경,안개,안개,안개|해무|이류무|복사무|전선
63,조석·조류·해류,해류,해류,해류|표층 해류|코리올리
64,조석·조류·해류,조석,조석,만조|간조
65,조석·조류·해류,해류,해류,해류
66,조석·조류·해류,해류,해류,해류
67,기상 및 해양환경,기상현상,기상현상,기온
68,기상 및 해양환경,바람,바람,바람|풍향|기상
69,기상 및 해양환경,태풍,태풍,태풍
70,기관 및 정비,냉각계통,냉각계통,냉각
71,선박 조종술 및 운용,선체구조,선체구조,선체|저항
72,선박 조종술 및 운용,요트의장,요트의장,세일|돛|메인세일|선수|선미
73,선박 조종술 및 운용,요트의장,요트의장,세일
74,선박 조종술 및 운용,접안·계류,접안·계류,계류|로프|무어링|선체
75,선박 조종술 및 운용,요트의장,요트의장,붐
76,기상 및 해양환경,바람,바람,바람|파도
77,기상 및 해양환경,바람,바람,바람
78,선박 조종술 및 운용,요트의장,요트의장,세일|돛|선수|강풍
79,선박 조종술 및 운용,접안·계류,접안·계류,계류|로프|무어링|세일
80,기상 및 해양환경,바람,바람,바람
81,선박 조종술 및 운용,선체구조,선체구조,선체|선미|마스트|조종
82,선박 조종술 및 운용,선체구조,선체구조,복원|풍상
83,선박 조종술 및 운용,선체구조,선체구조,선수|돛|로프
84,선박 조종술 및 운용,선체구조,선체구조,선수|선미|세일|돛|키(rudder)
85,선박 조종술 및 운용,선체구조,선체구조,선체|복원|킬
86,선박 조종술 및 운용,선체구조,선체구조,선체|트림
87,선박 조종술 및 운용,요트의장,요트의장,세일
88,선박 조종술 및 운용,선체구조,선체구조,선수|돛
89,기상 및 해양환경,바람,바람,바람
90,선박 조종술 및 운용,요트의장,요트의장,돛
91,선박 조종술 및 운용,선체구조,선체구조,선수|선미|좌현|우현
92,기관 및 정비,기관기초,기관기초,엔진|정지
93,선박 조종술 및 운용,범주,범주,범주
94,선박 조종술 및 운용,요트의장,요트의장,세일|붐|메인세일
95,선박 조종술 및 운용,선체구조,선체구조,선체|선회
96,선박 조종술 및 운용,선체구조,선체구조,선체
97,선박 조종술 및 운용,요트의장,요트의장,세일
98,선박 조종술 및 운용,요트의장,요트의장,돛
99,항해·해도·항로표지,GPS,GPS,GPS
100,선박 조종술 및 운용,선체구조,선체구조,선체|킬
101,구명·조난·소방,사고대응,사고대응,전복
102,선박 조종술 및 운용,조종,조종,키(rudder)
103,기상 및 해양환경,바람,바람,풍속
104,선박 조종술 및 운용,요트의장,요트의장,돛|마스트|로프
105,선박 조종술 및 운용,요트의장,요트의장,세일
106,선박 조종술 및 운용,요트의장,요트의장,세일|돛|마스트|집세일|메인세일
107,기상 및 해양환경,바람,바람,바람
108,선박 조종술 및 운용,요트의장,요트의장,세일|돛|풍상|풍하|전진
109,구명·조난·소방,조난신호,조난신호,조난신호|조난
110,선박 조종술 및 운용,선체구조,선체구조,선체|흘수|복원|킬
111,선박 조종술 및 운용,요트의장,요트의장,돛
112,선박 조종술 및 운용,요트의장,요트의장,세일|붐|배튼
113,선박 조종술 및 운용,선체구조,선체구조,선체|돛|조종
114,기상 및 해양환경,바람,바람,바람
115,선박 조종술 및 운용,요트의장,요트의장,세일
116,기상 및 해양환경,바람,바람,바람
117,기상 및 해양환경,바람,바람,바람
118,선박 조종술 및 운용,요트의장,요트의장,세일|돛|집세일|메인세일|그로밋
119,항해·해도·항로표지,나침반,나침반,컴퍼스|마그네틱|자차|항적
120,항해·해도·항로표지,나침반,나침반,컴퍼스|마그네틱|자차|방위|침로
121,항해·해도·항로표지,항법,항법,침로|속력|항주거리
122,항해·해도·항로표지,GPS,GPS,GPS|DGPS|위성항법
123,구명·조난·소방,조난신호,조난신호,발연부
124,구명·조난·소방,구명설비,구명설비,구명조끼|구명부환|보온구|조난
125,구명·조난·소방,구명설비,구명설비,구명뗏목|구명줄|구명줄발사기|조난
126,구명·조난·소방,조난신호,조난신호,조난신호|EPIRB|NAVTEX|조난|비상|침몰
127,응급처치·인명구조,CPR·AED,CPR·AED,심폐소생
128,응급처치·인명구조,인명구조,인명구조,생존수영
129,응급처치·인명구조,인명구조,인명구조,익수|응급|심폐소생
130,응급처치·인명구조,응급처치,응급처치,화상
131,응급처치·인명구조,CPR·AED,CPR·AED,가슴압박|인공호흡|심정지|심실세동
132,기관 및 정비,기관고장,기관고장,정지
133,응급처치·인명구조,응급처치,응급처치,출혈|저체온
134,선박 조종술 및 운용,악천후운용,악천후운용,황천
135,응급처치·인명구조,인명구조,인명구조,인명구조|구조활동|맨몸구조|구조자의 안전
136,응급처치·인명구조,응급처치,응급처치,출혈|지혈|부목
137,응급처치·인명구조,인명구조,인명구조,물에 빠진|인간사슬
138,응급처치·인명구조,응급처치,응급처치,응급
139,응급처치·인명구조,인명구조,인명구조,인명구조|익수
140,응급처치·인명구조,인명구조,인명구조,익수
141,구명·조난·소방,구명설비,구명설비,구명뗏목
142,구명·조난·소방,구명설비,구명설비,구명부환|발연부|조난
143,응급처치·인명구조,인명구조,인명구조,인명구조|구조활동|구조자의 안전|구조현장
144,응급처치·인명구조,응급처치,응급처치,저체온
145,구명·조난·소방,소방,소방,소화기
146,구명·조난·소방,소방,소방,화재|소화기|B급|C급
147,응급처치·인명구조,인명구조,인명구조,인명구조|응급
148,응급처치·인명구조,CPR·AED,CPR·AED,심폐소생|가슴압박|인공호흡
149,응급처치·인명구조,응급처치,응급처치,저체온
150,응급처치·인명구조,응급처치,응급처치,응급
151,응급처치·인명구조,응급처치,응급처치,골절|부목
152,응급처치·인명구조,인명구조,인명구조,인명구조|구조자의 안전
153,응급처치·인명구조,인명구조,인명구조,인명구조|구조자의 안전
154,응급처치·인명구조,응급처치,응급처치,동상
155,기관 및 정비,기관기초,기관기초,기관|내연기관|피스톤
156,기관 및 정비,기관기초,기관기초,기관|엔진|가솔린|냉각|냉각수|임펠러
157,기관 및 정비,윤활계통,윤활계통,엔진오일|오일|엔진
158,기관 및 정비,기관기초,기관기초,엔진|가솔린|연료|연료유|윤활|윤활유
159,기관 및 정비,기관기초,기관기초,기관|디젤|피스톤
160,기관 및 정비,윤활계통,윤활계통,윤활|윤활유
161,응급처치·인명구조,응급처치,응급처치,화상
162,기관 및 정비,기관기초,기관기초,기관|피스톤|연료|냉각|윤활|윤활유
163,기관 및 정비,기관기초,기관기초,엔진|디젤|연료|과부하
164,기관 및 정비,냉각계통,냉각계통,냉각|냉각수
165,기관 및 정비,기관기초,기관기초,기관|디젤|4행정|피스톤|연료
166,기관 및 정비,기관기초,기관기초,기관|엔진|과열|과부하
167,선박 조종술 및 운용,조종,조종,프로펠러
168,기관 및 정비,윤활계통,윤활계통,윤활|윤활유|냉각|고장
169,기관 및 정비,기관기초,기관기초,기관|디젤|연료|윤활|윤활유|고장
170,기관 및 정비,윤활계통,윤활계통,윤활|윤활유|섬프|엔진|디젤|냉각
171,기관 및 정비,냉각계통,냉각계통,임펠러|원심펌프
172,기관 및 정비,기관기초,기관기초,기관|디젤|과부하
173,기관 및 정비,기관기초,기관기초,엔진|진동
174,기관 및 정비,윤활계통,윤활계통,윤활|윤활유|엔진|연료|축전지|시동모터
175,기관 및 정비,기관기초,기관기초,엔진|디젤|연료|냉각|윤활
176,기관 및 정비,윤활계통,윤활계통,윤활|윤활유|오일|엔진|디젤|연료
177,기관 및 정비,전기·점화,전기·점화,전류
178,기관 및 정비,전기·점화,전기·점화,전기|퓨즈
179,기관 및 정비,전기·점화,전기·점화,전류|전원|퓨즈|과부하
180,구명·조난·소방,사고대응,사고대응,비상
181,기관 및 정비,전기·점화,전기·점화,전류|축전지
182,기관 및 정비,전기·점화,전기·점화,전원|전원 회로
183,법규·행정,해양환경법규,오염방지·배출기준,배출|정지
184,기관 및 정비,냉각계통,냉각계통,냉각|냉각수|엔진|연료
185,항해·해도·항로표지,항법,항법,항정|항정선|대권
186,기상 및 해양환경,기상현상,기상현상,기상
187,항해·해도·항로표지,나침반,나침반,컴퍼스|마그네틱
188,기상 및 해양환경,바람,바람,풍향|풍속
189,기상 및 해양환경,바람,바람,바람
190,기상 및 해양환경,파랑,파랑,파도
191,기관 및 정비,기관고장,기관고장,진동
192,기관 및 정비,기관고장,기관고장,고장
193,항해·해도·항로표지,항법,항법,속력
194,기관 및 정비,기관기초,기관기초,엔진
195,기상 및 해양환경,바람,바람,바람
196,선박 조종술 및 운용,범주,범주,태킹|풍상|세일
197,선박 조종술 및 운용,선내관리,선내관리,식수|위생
198,기상 및 해양환경,바람,바람,바람|풍향|풍속
199,항해·해도·항로표지,항법,항법,방위|위치선|교차방위|선위
200,항해·해도·항로표지,GPS,GPS,GPS
201,기상 및 해양환경,바람,바람,풍향|풍속
202,기상 및 해양환경,바람,바람,바람
203,조석·조류·해류,조류,조류,조류
204,기상 및 해양환경,바람,바람,바람
205,선박 조종술 및 운용,선내관리,선내관리,식품|냉장|보관
206,기상 및 해양환경,기상현상,기상현상,기압|바람
207,항해·해도·항로표지,항법,항법,방위|위치선|중시선|자차|컴퍼스|마그네틱
208,항해·해도·항로표지,항법,항법,방위|교차방위
209,기상 및 해양환경,기상현상,기상현상,기상
210,항해·해도·항로표지,항법,항법,방위|침로|수심|컴퍼스
211,기상 및 해양환경,바람,바람,풍속
212,구명·조난·소방,사고대응,사고대응,전복
213,항해·해도·항로표지,항법,항법,방위
214,기상 및 해양환경,바람,바람,바람
215,항해·해도·항로표지,해도,해도,해도|나침도|편차|자차|등대
216,선박 조종술 및 운용,선내관리,선내관리,식품|보관
217,항해·해도·항로표지,항법,항법,방위|교차방위|선위|육분의|해도|GPS
218,항해·해도·항로표지,항로표지,항로표지,항로표지|부표|등부표|중시선|좁은 수로
219,기상 및 해양환경,바람,바람,바람
220,항해·해도·항로표지,항법,항법,침로|선위|속력|해도
221,선박 조종술 및 운용,선내관리,선내관리,식품|냉장|보관
222,기상 및 해양환경,바람,바람,풍속
223,항해·해도·항로표지,레이더,레이더,레이더|허상|스캐너
224,기상 및 해양환경,바람,바람,풍향|풍속
225,항해·해도·항로표지,해도,해도,해도
226,항해·해도·항로표지,항로표지,항로표지,부표|IALA|측방표지|암초|방위
227,선박 조종술 및 운용,선체구조,선체구조,선체|선수|접안|계류
228,기상 및 해양환경,기상현상,기상현상,전선
229,구명·조난·소방,조난신호,조난신호,GMDSS|조난통신|조난
230,법규·행정,전파·무선통신법규,무선설비·통신규정,긴급통신|VHF|채널 16
231,구명·조난·소방,조난신호,조난신호,조난신호|MAYDAY|조난
232,구명·조난·소방,조난신호,조난신호,조난신호|조난
233,기상 및 해양환경,파랑,파랑,파도
234,조석·조류·해류,조류,조류,조류
235,항해·해도·항로표지,레이더,레이더,레이더|스캐너
236,조석·조류·해류,조석,조석,조석
237,항해·해도·항로표지,항법,항법,속력
238,선박 조종술 및 운용,요트의장,요트의장,세일|지브|킬|조종|로프|매듭
239,기상 및 해양환경,바람,바람,바람
240,선박 조종술 및 운용,요트의장,요트의장,돛|조종
241,선박 조종술 및 운용,요트의장,요트의장,세일|돛|붐|메인세일|리핑|강풍
242,기관 및 정비,기관고장,기관고장,진동
243,기상 및 해양환경,바람,바람,바람
244,선박 조종술 및 운용,선내관리,선내관리,식품|보관
245,선박 조종술 및 운용,조종,조종,조종|이안
246,기상 및 해양환경,파랑,파랑,풍랑
247,항해·해도·항로표지,항법,항법,침로
248,기상 및 해양환경,바람,바람,바람
249,기관 및 정비,기관기초,기관기초,기관
250,조석·조류·해류,조석,조석,간조|조류
251,항해·해도·항로표지,항법,항법,포인트
252,조석·조류·해류,조류,조류,조류|유향
253,선박 조종술 및 운용,접안·계류,접안·계류,이안
254,조석·조류·해류,조류,조류,조류
255,항해·해도·항로표지,항법,항법,방위
256,조석·조류·해류,조류,조류,조류
257,선박 조종술 및 운용,요트의장,요트의장,세일
258,조석·조류·해류,조류,조류,조류
259,항해·해도·항로표지,항로표지,항로표지,등대|섬광등
260,구명·조난·소방,사고대응,사고대응,좌초
261,기상 및 해양환경,태풍,태풍,태풍
262,선박 조종술 및 운용,접안·계류,접안·계류,닻
263,선박 조종술 및 운용,범주,범주,태킹|풍상
264,기상 및 해양환경,바람,바람,바람
265,항해·해도·항로표지,레이더,레이더,레이더|최소탐지거리|분해능|방위
266,기상 및 해양환경,태풍,태풍,태풍|위험반원|가항반원|바람|풍향
267,조석·조류·해류,조류,조류,유속
268,항해·해도·항로표지,레이더,레이더,레이더
269,선박 조종술 및 운용,요트의장,요트의장,붐|스피니커
270,구명·조난·소방,사고대응,사고대응,임의좌주
271,항해·해도·항로표지,항법,항법,도플러
272,기관 및 정비,윤활계통,윤활계통,윤활|윤활유|엔진오일|기어오일|오일|엔진
273,항해·해도·항로표지,레이더,레이더,레이더|최소탐지거리|스캐너
274,기상 및 해양환경,바람,바람,바람
275,기상 및 해양환경,바람,바람,바람
276,선박 조종술 및 운용,선내관리,선내관리,식수
277,선박 조종술 및 운용,선체구조,선체구조,선수|무어링
278,선박 조종술 및 운용,접안·계류,접안·계류,계류|계선|볼라드|비트
279,선박 조종술 및 운용,접안·계류,접안·계류,로프|매듭|볼라드|비트
280,기상 및 해양환경,바람,바람,바람|풍향
281,기상 및 해양환경,바람,바람,바람
282,선박 조종술 및 운용,범주,범주,자이브|풍상|풍하|마스트|스피니커
283,기상 및 해양환경,파랑,파랑,파도
284,기상 및 해양환경,바람,바람,바람
285,기상 및 해양환경,바람,바람,바람
286,항해·해도·항로표지,항법,항법,속력
287,항해·해도·항로표지,항로표지,항로표지,등대|부표|등색|등화
288,항해·해도·항로표지,항로표지,항로표지,부표
289,항해·해도·항로표지,항로표지,항로표지,부표|측방표지
290,기상 및 해양환경,바람,바람,바람
291,기상 및 해양환경,바람,바람,바람
292,조석·조류·해류,조석,조석,조석
293,선박 조종술 및 운용,접안·계류,접안·계류,접안|계류|선수
294,기상 및 해양환경,바람,바람,바람
295,항해·해도·항로표지,해도,해도,해도|수심|등대
296,선박 조종술 및 운용,범주,범주,풍상
297,항해·해도·항로표지,항법,항법,방위|육분의|방위측정
298,선박 조종술 및 운용,선체구조,선체구조,선수|선미|흘수|건현|트림
299,기상 및 해양환경,바람,바람,바람
300,구명·조난·소방,구명설비,구명설비,구명뗏목|전복
301,기상 및 해양환경,바람,바람,바람
302,항해·해도·항로표지,해도,해도,수심
303,선박 조종술 및 운용,요트의장,요트의장,세일|마스트|선체|범주|계류|닻
304,선박 조종술 및 운용,요트의장,요트의장,돛|리핑|강풍
305,기관 및 정비,기관고장,기관고장,정지
306,기관 및 정비,기관고장,기관고장,정지
307,기상 및 해양환경,바람,바람,바람
308,선박 조종술 및 운용,요트의장,요트의장,마스트
309,기상 및 해양환경,바람,바람,바람
310,선박 조종술 및 운용,요트의장,요트의장,세일|범주
311,선박 조종술 및 운용,요트의장,요트의장,돛
312,선박 조종술 및 운용,범주,범주,태킹|풍상|풍하
313,기상 및 해양환경,바람,바람,바람
314,선박 조종술 및 운용,요트의장,요트의장,세일|돛|마스트|붐|메인세일|로프
315,기상 및 해양환경,바람,바람,바람
316,기상 및 해양환경,파랑,파랑,파도
317,선박 조종술 및 운용,선체구조,선체구조,선수|선미|보관
318,선박 조종술 및 운용,범주,범주,풍상|풍하|선수
319,항해·해도·항로표지,항법,항법,항적
320,선박 조종술 및 운용,요트의장,요트의장,세일|마스트
321,항해·해도·항로표지,항로표지,항로표지,부표|IALA
322,항해·해도·항로표지,해도,해도,항행통보
323,항해·해도·항로표지,해도,해도,해도
324,기상 및 해양환경,바람,바람,바람
325,항해·해도·항로표지,항로표지,항로표지,등대
326,선박 조종술 및 운용,접안·계류,접안·계류,닻
327,항해·해도·항로표지,항법,항법,침로
328,항해·해도·항로표지,항로표지,항로표지,등대|등색|등질|섬광등
329,선박 조종술 및 운용,범주,범주,범주|풍상|풍하
330,항해·해도·항로표지,해도,해도,해도|등대|섬광등
331,기상 및 해양환경,바람,바람,바람
332,선박 조종술 및 운용,범주,범주,풍상|풍하|세일|조종
333,기상 및 해양환경,바람,바람,바람
334,기상 및 해양환경,바람,바람,바람
335,항해·해도·항로표지,나침반,나침반,컴퍼스|침로
336,항해·해도·항로표지,항법,항법,방위|위치선|항정|항정선
337,기상 및 해양환경,바람,바람,바람
338,기관 및 정비,윤활계통,윤활계통,윤활|윤활유
339,응급처치·인명구조,응급처치,응급처치,감염
340,항해·해도·항로표지,해도,해도,저질
341,조석·조류·해류,조석,조석,고조|저조
342,구명·조난·소방,구명설비,구명설비,구명부환|라이프라인
343,기관 및 정비,연료계통,연료계통,연료|오일
344,항해·해도·항로표지,항법,항법,육분의
345,항해·해도·항로표지,항법,항법,중시선|선위|컴퍼스|좁은 수로
346,법규·행정,운항규칙,운항규칙,수상레저안전법
347,법규·행정,등록·검사,등록·검사,등록|수상레저사업|수상레저안전법
348,기관 및 정비,기관기초,기관기초,기관
349,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|실기시험|결격
350,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험
351,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험|수상레저안전법
352,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|등록|수상레저안전법|선박의 입항
353,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험|수상레저안전법
354,법규·행정,등록·검사,등록·검사,등록|변경등록
355,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법|처분|정지
356,법규·행정,벌칙·행정처분,벌칙·행정처분,처분|취소|정지|면허|조종면허|수상레저안전법
357,법규·행정,운항규칙,운항규칙,원거리|수상레저안전법
358,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
359,구명·조난·소방,조난신호,조난신호,조난신호|발연부|구명부환|소화기|조난
360,법규·행정,등록·검사,등록·검사,등록|변경등록
361,법규·행정,등록·검사,등록·검사,등록|도면|안전교육|사업자|수상레저안전법
362,법규·행정,등록·검사,등록·검사,등록|등록번호판
363,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저사업|수상레저안전법|취소|정지
364,법규·행정,등록·검사,등록·검사,등록|신규검사
365,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저사업|사업자|수상레저안전법
366,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|등록
367,법규·행정,면허·교육,면허·교육,면허|시험대행|안전교육|수상레저안전법
368,법규·행정,등록·검사,등록·검사,등록|안전검사|취소|정지
369,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|영업구역|영업|정원|수상레저안전법
370,법규·행정,면허·교육,면허·교육,면허|도면|수상레저안전법
371,기관 및 정비,기관기초,기관기초,기관
372,선박 조종술 및 운용,요트의장,요트의장,세일
373,구명·조난·소방,구명설비,구명설비,구명조끼
374,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|등록|수상레저안전법|취소
375,법규·행정,면허·교육,면허·교육,면허|조종면허|발급|재발급|수상레저안전법
376,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|실기시험|등록|수상레저안전법
377,법규·행정,등록·검사,등록·검사,등록|안전검사|신규검사|정기검사|임시검사|수상레저사업
378,법규·행정,면허·교육,면허·교육,면허|시험대행|안전교육|비상구조선|수상레저안전법
379,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험|수상레저안전법
380,법규·행정,벌칙·행정처분,벌칙·행정처분,벌금|징역|벌칙|취소|정지|면허
381,법규·행정,등록·검사,등록·검사,등록|말소
382,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험
383,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|취소
384,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험|수상레저안전법
385,법규·행정,등록·검사,등록·검사,시험운항|시험운항허가|운항구역
386,법규·행정,면허·교육,면허·교육,면허|안전교육|갱신|수상레저안전법
387,법규·행정,운항규칙,운항규칙,원거리|수상레저안전법
388,법규·행정,등록·검사,등록·검사,등록|등록번호판
389,법규·행정,등록·검사,등록·검사,등록|신규검사|임시검사|시험운항|시험운항허가|운항구역
390,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|안전교육|발급|수상레저안전법
391,법규·행정,면허·교육,면허·교육,면허|조종면허|시험대행|등록|수상레저안전법
392,구명·조난·소방,구명설비,구명설비,구명조끼
393,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
394,법규·행정,벌칙·행정처분,벌칙·행정처분,과태료|징역|처분|취소|정지|면허
395,법규·행정,등록·검사,등록·검사,등록|안전검사|신규검사|정기검사|임시검사|수상레저사업
396,법규·행정,등록·검사,등록·검사,신규검사|시험운항|운항구역|해양수산부장관
397,법규·행정,등록·검사,등록·검사,등록|무선설비|운항구역
398,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|수상레저안전법
399,법규·행정,면허·교육,면허·교육,면허|조종면허|갱신|발급|수상레저안전법|정지
400,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|영업구역|영업|수상레저안전법
401,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|해양환경|안전교육|수상레저안전법|해상교통안전법|전파
402,법규·행정,운항규칙,운항규칙,수상레저안전법|과태료
403,법규·행정,면허·교육,면허·교육,면허|조종면허|등록|안전검사|정원|수상레저안전법
404,법규·행정,운항규칙,운항규칙,원거리|수상레저안전법
405,법규·행정,등록·검사,등록·검사,위치발신장치|운항구역
406,법규·행정,등록·검사,등록·검사,등록|등록번호판
407,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|영업|등록기준|비상구조선|등록
408,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|영업|등록|수상레저안전법|취소
409,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|사업장|수상레저안전법
410,법규·행정,면허·교육,면허·교육,면허|필기시험|실기시험|시험대행|안전교육|수상레저안전법
411,선박 조종술 및 운용,조종,조종,조종
412,선박 조종술 및 운용,요트의장,요트의장,세일
413,법규·행정,등록·검사,등록·검사,등록|등록번호판|말소|안전검사|발급|재발급
414,법규·행정,운항규칙,운항규칙,정원|과태료
415,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|실기시험|등록|수상레저안전법
416,선박 조종술 및 운용,요트의장,요트의장,세일
417,법규·행정,벌칙·행정처분,벌칙·행정처분,취소|정지|업무정지|지정취소|안전교육|발급
418,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|실기시험
419,법규·행정,운항규칙,운항규칙,기상특보|활동신고|수상레저안전법
420,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
421,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
422,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|수상레저안전법|취소
423,법규·행정,면허·교육,면허·교육,면허|조종면허
424,법규·행정,등록·검사,등록·검사,등록|안전검사|정원|수상레저안전법|과태료
425,법규·행정,운항규칙,운항규칙,수상레저안전법|적용 배제|등록|영업
426,응급처치·인명구조,응급처치,응급처치,응급
427,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|수상레저안전법
428,법규·행정,면허·교육,면허·교육,면허|안전교육|수상레저안전법|과태료|처분
429,항해·해도·항로표지,나침반,나침반,나침반
430,법규·행정,면허·교육,면허·교육,면허|필기시험|등록|수상레저안전법
431,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법|취소|정지
432,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|영업구역|영업|비상구조선|안전교육
433,법규·행정,운항규칙,운항규칙,제한속력|수상레저안전법|방파제
434,법규·행정,등록·검사,등록·검사,등록|안전검사|신규검사|정기검사|임시검사
435,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법|취소|정지
436,법규·행정,면허·교육,면허·교육,면허|조종면허|안전교육|안전검사|도면|수상레저안전법
437,기상 및 해양환경,파랑,파랑,파도
438,법규·행정,면허·교육,면허·교육,면허|조종면허|안전검사|정원|수상레저안전법
439,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
440,법규·행정,등록·검사,등록·검사,등록|말소|변경등록
441,법규·행정,면허·교육,면허·교육,면허|등록
442,항해·해도·항로표지,충돌예방항법,충돌예방항법,횡단
443,법규·행정,면허·교육,면허·교육,면허|조종면허|갱신|발급|수상레저안전법
444,법규·행정,등록·검사,등록·검사,신규검사|운항구역|정원
445,법규·행정,등록·검사,등록·검사,등록|안전검사|정원|수상레저안전법|과태료
446,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|수상레저안전법
447,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|실기시험|등록
