일련번호,최대승객수,최대선원수,출입항명,낚시어선영업구역명,낚시어선영업장소명,영업장소특수주소
28411,12,1,안흥(신)항,충남도 해상일원,근흥면 안흥항,
28412,18,1,안흥외항,충남도 해상일원,근흥면 안흥외항,
28413,15,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28414,21,1,안흥항,충남도 해상일원,근흥면 안흥항,
28415,11,1,만리포항,충청남도  연안일원,충청남도 태안군 소원면 모항리,
28416,5,1,,강원도  연안일원,,
28417,13,1,이원면 만대항,충청남도  연안일원,충청남도 태안군 이원면 만대항,
28418,8,1,안흥외항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28419,7,1,고남면 만수동항,충청남도  연안일원,,
28420,8,1,당암항,충청남도  연안일원,충청남도 태안군 남면 당암리,
28421,14,1,고남면 탄개항,충청남도  연안일원,,
28422,15,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28423,20,2,신진도항,충청남도  연안일원,충청남도 보령시 오천면 소성리,
28424,8,1,고남면 영목항,충청남도  연안일원,,
28425,11,1,대야도항,충남도 해상일원,안면읍 대야도항,
28426,10,2,가의도항,충남도 해상일원,근흥면 안흥외항,
28427,10,1,안흥외항,충남도 해상일원,근흥면 안흥외항,
28428,21,1,안흥항,충남도 해상일원,근흥면 안흥항,
28429,20,2,안흥외항,충남도 해상일원,근흥면 안흥항,
28430,15,1,안흥외항,충남도 해상일원,근흥면 안흥외항,
28431,11,1,태안군,충남도 해상일원,이원면 만대항,
28432,4,1,영목항,충남도 해상일원,고남면 영목항,
28433,16,1,가의도항,충남도 해상일원,근흥면 안흥외항,
28434,15,1,가의도항,충남도 해상일원,근흥면 안흥외항,
28435,18,1,방포항,충남도 해상일원,안면읍 방포항,
28436,4,1,내리항,충청남도 해상일원,이원면 만대항,
28437,5,1,황도항,충남도 해상일원,안면읍 백사장항,
28438,18,1,안흥항,충남도 해상일원,근흥면 신진도항,
28439,11,1,소원 모항항,충남도 해상일원,소원면 모항항,
28440,11,1,연포항,충청남도 해상일원,근흥면 연포항,
28441,21,1,당암항,충청남도 해상일원,남면 당암항,
28442,20,2,,충남도 해상일원,근흥면 안흥외항,
28443,5,1,대야도항,충남도 해상일원,안면읍 대야도항,
28444,11,1,천리포항,충남도 해상일원,소원면 천리포항,
28445,8,1,천리포항,충남도 해상일원,소원면 천리포항,
28446,15,1,안흥내항,충남도 해상울원,근흥면 안흥항,
28447,11,1,연포항,충남도 해상일원,근흥면 연포항,
28448,11,1,어은들항,충남해상,모항항,
28449,15,1,통개항,충남도 해상일원,소원면 통개항,
28450,5,1,만대항,충남도 해상일원,이원면 만대항,
28451,18,1,안흥내항,충남도 해상일원,근흥면 안흥(내)항,
28452,8,1,청산항,충남도 해상일원,원북면 학암포항,
28453,10,1,안흥내항,충청남도 해상일원,근흥면 황골항,
28454,11,1,통개항,충청남도 해상일원,소원면 통개항,
28455,11,1,통개항,충남도 해상일원,소원면 통개항,
28456,16,1,모항항,충남도 해상일원,소원면 모항항,
28457,4,1,마검포항,충남도 해상일원,남면 마검포항,
28458,5,1,신온항,충남도 해상일원,남면 곰섬항,
28459,11,1,만리포항,충남도 해상일원,소원면 만리포항,
28460,5,1,당암항,충남도 해상일원,남면 당암항,
28461,11,1,태안군,,,
28462,11,1,통개항,충남도 해상일원,소원면 통개항,
28463,11,1,통개항,충남도 해상일원,소원면 통개항,
28464,11,1,통개항,충남도 해상일원,소원면 천리포항,
28465,10,1,만리포항,충남도 해상일원,소원면 만리포항,
28466,11,1,안흥신항,충남도 해상일원,근흥면 안흥항,
28467,9,1,학암포항,충남도 해상일원,원북면 학암포항,
28468,11,1,신온항,충남도 해상일원,남면 신온항,
28469,13,1,방포항,충남도 해상일원,안면읍 방포항,
28470,16,1,통개항,충남도 해상일원,소원면 통개항,
28471,7,1,통개항,충남도 해상일원,소원면 통개항,
28472,4,1,통개항,충남도 해상일원,소원면 통개항,
28473,16,1,충남 태안군 근흥면,충남도 해상일원,근흥면 신진도항,
28475,16,1,통개항,충남도 해상일원,소원면 통개항,
28476,15,1,안면읍(방포항),충남해상일원,방포출장소,
28477,10,1,만리포항,충남해상일원,만리포파출소,
28478,14,1,방포항,충남해상일원,방포출장소,
28479,11,1,개목항,충남해상일원,의항출장소,
28480,15,1,방포항,충남해상일원,방포출장소,
28481,17,1,방포항,충남해상일원,방포출장소,
28482,15,1,가의도항,충남해상일원,신진파출소,
28483,11,1,통개항,충남해상일원,파도리출장소,
28484,11,1,탄개포항,충남도 해상일원,고남면 영목항,
28485,14,1,소원면,충남도 해상일원,소원면 모항항,
28486,11,1,통개항,충남도 해상일원,소원면 통개항,
28487,10,1,의항항,충남도 해상일원,소원면 의항항,
28488,15,1,황골항,충남도 해상일원,근흥면 황골항,
28489,11,1,통개항,충남도 해상일원,소원면 통개항,
28490,8,1,천리포항,충남도 해상일원,소원면 천리포항,
28491,11,1,남면 신온항,충남도 해상일원,남면 신온항,
28492,11,1,통개항,충남도 해상일원,소원면 통개항,
28493,4,1,장돌포항,충남도 해상일원,고남면 장돌포항,
28494,9,1,모항항,충남도 해상일원,소원면 통개항,
28495,14,1,의점항,충남해상일원,의점대행신고소,
28496,11,1,어은돌항,충남해상일원,어은돌대행신고소,
28497,11,1,통개항,충남해상일원,파도리출장소,
28498,15,1,통개항,충남해상일원,파도리출장소,
28499,11,1,영목항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28500,11,1,남부면 갈곶항,경상남도  연안일원,경상남도 거제시 남부면 갈곶리 갈곶항,갈곶항
28501,5,1,일운면 옥림항,경상남도  연안일원,경상남도 거제시 일운면 옥림리 옥림항,옥림항
28502,18,1,남부면 근포·대포항,경상남도  연안일원,경상남도 거제시 남부면 근포·대포항,다대·다포항
28503,11,1,대포근포항(근포항),경상남도  연안일원,경상남도 거제시 남부면 저구리 대포근포항(근포항),
28504,8,1,장승포항,경상남도  연안일원,경상남도 거제시 장승포동 장승포항,
28505,16,1,지세포항,경상남도  연안일원,경상남도 거제시 일운면 지세포리 지세포항,
28506,7,1,성포항,경상남도  연안일원,경상남도 거제시 사등면 성포리 성포항,
28507,11,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라리 구조라항,
28508,8,1,저구항,경상남도  연안일원,경상남도 거제시 남부면 저구리 저구항,
28509,8,1,녹산항,경상남도  연안일원,경상남도 거제시 둔덕면 녹산항,
28510,5,1,쌍근항,경상남도  연안일원,경상남도 거제시 남부면 쌍근항,
28511,7,1,장승포항,경상남도 연안일원,경상남도 거제시 장승포동 장승포항,
28512,11,1,장승포항,경상남도  연안일원,경상남도 거제시 장승포동 장승포항,
28513,5,1,지세포항,경상남도  연안일원,경상남도 거제시 일운면 지세포리 지세포항,
28514,4,1,도장포,경상남도 연안일원,경상남도 거제시 남부면 갈곶리 도장포,
28515,5,1,광리항,경상남도  연안일원,경상남도 거제시 사등면 덕호리 광리항,
28516,20,2,대포근포항(대포항),경상남도연안일원,경상남도 거제시 남부면 대포근포항(대포항),
28517,8,1,천리포항,충청남도  연안일원,충청남도 태안군 소원면 의항리,
28518,5,1,가경주항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28519,8,1,몽산포항,충청남도  연안일원,충청남도 태안군 남면 몽산리 몽산포항,몽산포항
28520,7,1,만대항,충청남도  연안일원,충청남도 태안군 이원면 내리 만대항,만대항
28521,11,1,천리포,충청남도  연안일원,충청남도 태안군 소원면 의항리,
28522,11,1,가경주항,충남도 해상일원,고남면 가경주항,
28523,7,1,신온항,충남도 해상일원,남면 신온항,
28524,17,1,의점항,충남도 해상일원,고남면 의점항,
28525,11,1,만대항,충남도 해상일원,이원면 만내항,
28526,8,1,백사장항,충남도 해상일원,안면읍 백사장항,
28527,18,1,영목항,충남도 해상일원,고남면 의점항,
28528,8,1,안흥항,충남도 해상일원,근흥면 안흥항,
28529,10,1,신진도항,충남도 해상일원,근흥면 안흥외항,
28530,11,1,소원 의항항,충남해상일원,의항출장소,
28531,14,1,의항항,충남해상일원,의항출장소,
28532,6,1,여은돌항,충남해상일원,어은돌대행신고소,
28533,11,1,통개항,충남해상일원,파도리출장소,
28534,11,1,통개항,충남해상일원,파도리출장소,
28535,6,1,영월항,경상남도  연안일원,경상남도 거제시 동부면  영월항,영월항
28536,8,1,대포항,경상남도  연안일원,경상남도 거제시 남부면 대포항,대포항
28537,4,1,아지랑항,경상남도  연안일원,경상남도 거제시 거제면 법동리아지랑항,아지랑항
28538,11,1,다대항,경상남도  연안일원,경상남도 거제시 남부면 다대리 다대항,다대항
28539,3,1,유계항,경상남도  연안일원,경상남도 거제시 하청면 유계리 유계항,유계항
28540,3,1,하청면 실전항,경상남도  연안일원,경상남도 거제시 하청면 실전리  실전항,실전항
28541,8,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라리 구조라항,
28542,7,1,유호항,경상남도  연안일원,경상남도 거제시 장목면 유호리 유호항,
28543,10,1,예구항,경상남도  연안일원,경상남도 거제시 일운면 예구항,
28544,10,1,쌍근항,경상남도  연안일원,경상남도 거제시 남부면 탑포리 쌍근항,
28545,15,1,장승포동 장승포항,경상남도  연안일원,경상남도 거제시 장승포동 장승포항,장승포항
28546,7,1,동부면 함박항,경상남도  연안일원,경상남도 거제시 동부면 함박항,함박항
28547,8,1,남부면 쌍근항,경상남도  연안일원,경상남도 거제시 남부면 쌍근항,쌍근항
28548,20,2,남항부두,인천광역시  연안일원,인천광역시 중구 항동7가,
28549,14,1,삼목선착장,인천광역시  연안일원,인천광역시 중구 운서동,
28550,8,1,왕산선착장,인천광역시  연안일원,인천광역시 중구 을왕동,
28551,10,1,광명선착장,인천광역시  연안일원,인천광역시 중구 무의동,
28552,10,1,소무의선착장,인천광역시  연안일원,인천광역시 중구 무의동,
28553,8,1,소무의선착장,인천광역시  연안일원,인천광역시 중구 무의동,
28554,18,1,만석부두(인천광역시 동구),인천광역시  연안일원,인천광역시 중구 운서동,
28555,8,1,광명선착장,인천광역시  연안일원,인천광역시 중구 무의동,
28556,11,1,삼목선착장,인천광역시  연안일원,인천광역시 중구 운서동,
28557,21,1,남항부두,인천광역시  연안일원,인천광역시 중구 항동7가,
28558,5,1,소무의선착장,인천광역시  연안일원,인천광역시 중구 무의동,
28559,7,1,덕교선착장,인천광역시  연안일원,인천광역시 중구 덕교동,
28560,17,1,북성부두,인천광역시  연안일원,인천광역시 중구 북성동2가,
28561,11,1,구읍선착장,인천광역시  연안일원,인천광역시 중구 중산동,
28562,6,1,을왕선착장,인천광역시  연안일원,인천광역시 중구 을왕동,
28563,8,1,고남면 영목항,충청남도  연안일원,,
28564,11,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28565,11,1,신진도항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28566,11,1,고남면 영목항,충청남도  연안일원,,
28567,15,1,안흥내항,충청남도  연안일원,충청남도 태안군 근흥면 정죽리,
28568,21,1,내포항,충청남도  연안일원,충청남도 태안군 안면읍 중장리,
28569,8,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28570,10,1,안흥외항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28571,8,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28572,3,1,이원면 만대항,충청남도  연안일원,충청남도 태안군 이원면 내리 이원면 만대항,
28573,6,1,이원면 만대항,충청남도  연안일원,충청남도 태안군 이원면 내리 만대항,
28574,11,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 정죽리,
28575,3,1,항도,충청남도  연안일원,충청남도 태안군 안면읍 황도리,
28576,6,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28577,9,1,몽산포항,충청남도  연안일원,충청남도 태안군 남면 몽산리,
28578,4,1,내포항,충청남도  연안일원,충청남도 태안군 안면읍 중장리 내포항,
28579,11,1,고남면 탄개항,충청남도  연안일원,,
28580,11,1,어은돌,충청남도  연안일원,충청남도 태안군 소원면 모항리,
