일련번호,최대승객수,최대선원수,출입항명,낚시어선영업구역명,낚시어선영업장소명,영업장소특수주소
28020,8,1,만대항,충남도 해상일원,이원면 만대항,
28021,16,1,어은돌항,충남도 해상일원,소원면 모항항,
28022,15,1,황포항,충남도 해상일원,소원면 모항항,
28023,5,1,몽산항,충남도 해상일원,남면 몽산포항,
28024,6,1,마검포항,충남도 해상일원,남면 마검포항,
28025,15,1,통개항,충남도 해상일원,소원면 통개항,
28026,14,1,학암포항,충남도 해상일원,원북면 학암포항,
28027,20,2,안흥외항,충남도 해상일원,근흥면 안흥외항,
28028,14,1,학암포항,충남도 해상일원,원북면 학암포항,
28029,13,1,가의도항,충남도 해상일원,근흥면 안흥외항,
28030,7,1,모항항,충남도 해상일원,소원면 만리포항,
28031,12,1,방포항,충남도 해상일원,안면읍 방포항,
28032,14,1,백사장항,충남도 해상일원,안면읍 백사장항,
28033,14,1,,충남도 해상일원,소원면 통개항,
28034,17,1,통개항,충남도 해상일원,소원면 통개항,
28035,0,0,,,,
28036,11,1,미개항,충남도 해상일원,안면읍 미개항,
28037,14,1,소원면,충남도 해상일원,소원면 모항항,
28038,15,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28039,16,1,통개항,충남도 해상일원,소원면 통개항,
28040,3,1,황도항,충남도 해상일원,안면읍 황도항,
28041,11,1,안흥외항,충남도 해상일원,근흥면 안흥항,
28042,17,1,의점포항,충남도 해상일원,고남면 의점항,
28043,11,1,장곰포항,충남도 해상일원,고남면 장곰포항,
28044,15,1,통개항,충남도 해상일원,소원면 통개항,
28045,11,1,통개항,충남도 해상일원,소원면 통개항,
28046,8,1,청산항,충남해상일원,청산항대행신고소,
28047,17,1,방포항,충남해상일원,방포출장소,
28048,15,1,통개항,충남해상일원,파도리출장소,
28049,9,1,백사장항,충남도 해상일원,안면읍 백사장항,
28050,13,1,통개항,충남도 해상일원,소원면 통개항,
28051,16,1,안흥외항,충남도 해상일원,근흥면 안흥항,
28052,17,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28053,9,1,구영항,경상남도연안,경상남도연안,
28054,10,1,안흥항,충남도 해상일원,근흥면 안흥항,
28055,16,1,방포항,충남도 해상일원,안면읍 방포항,
28056,10,1,통개항,충남도 해상일원,소원면 통개항,
28057,11,1,여은들항,충남도 해상일원,소원면 어은돌항,
28058,21,1,안흥외항,충남도 해상일원,근흥면 안흥외항,
28059,,1,학암포항,충남도 해상일원,원북면 학암포항,
28060,14,1,의항항,충남도 해상일원,소원면 천리포항,
28061,7,1,황도항,충남도 해상일원,안면읍 백사장항,
28062,11,1,만수동항,충남도 해상일원,고남면 영목항,
28063,20,2,안흥항,충남도 해상일원,근흥면 안흥항,
28064,5,1,가경주항,충남해상,가경주항,
28065,5,1,가경주항,충남해상,가경주항,
28066,5,1,가경주항,충남해상,가경주항,
28067,9,1,만대항,충남해상,만대항,
28068,3,1,당암항,충남해상,당암항,
28069,11,1,안흥외항,충남해상,안흥외항,
28070,10,1,안흥내항,충남해상,안흥내항,
28071,15,1,안흥내항,충남도 해상일원,근흥면 안흥내항,
28072,3,1,황도항,충남도 해상일원,안면읍 황도항,
28073,21,1,안흥항,충남도 해상일원,근흥면 안흥내항,
28074,11,1,만대항,충남도 해상일원,이원면 만대항,
28075,10,1,안흥외항,충청남도 해상일원,근흥면 신진도항,
28076,14,1,모항항,충남도 해상일원,소원면 어은들항,
28077,8,1,죽고지항,충청남도 해상일원,고남면 죽고지항,
28078,21,1,안흥항,충청남도 해상일원,근흥면 신진도항,
28079,10,1,대야도항,충청남도 해상일원,안면읍 대야도항,
28080,17,1,의점항,충청남도 해상일원,고남면 옷점항,
28081,15,1,안흥내항,충남도 해상일원,근흥면 신진도항,
28082,18,1,안흥외항,충남도 해상일원,근흥면 신진도항,
28083,17,1,방포항,충남도 해상일원,안면읍 방포항,
28084,11,1,태안군,충남도 해상일원,이원면 만대항,
28085,8,1,당암항,충남도 해상일원,남면 당암항,
28086,,,46110000,,,
28087,4,1,장목면 관포항,경상남도  연안일원,경상남도 거제시 장목면 관포리 관포항,관포항
28088,8,1,당암항,충청남도  연안일원,충청남도 태안군 남면 당암리 당암항,당암항
28089,14,1,의점항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28090,11,1,방포항,충청남도  연안일원,충청남도 태안군 안면읍 승언8리,
28091,7,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리 마검포항,마검포항
28092,7,1,만대항,충청남도  연안일원,충청남도 태안군 이원면 내리 만대항,만대항
28093,14,1,탄개항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28094,11,1,의항,충청남도  연안일원,충청남도 태안군 소원면 의항리,
28095,7,1,,경상남도  연안일원,경상남도 거제시 거제면 거제항,거제항
28096,4,1,의점함,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28097,5,1,,경상남도  연안일원,경상남도 거제시 사등면 계도항,계도항
28098,11,1,통개항,충청남도  연안일원,충청남도 태안군 소원면 파도리,
28099,5,1,,경상남도  연안일원,경상남도 거제시 하청면 대곡항,대곡항
28100,16,1,고남면 의점항,충청남도  연안일원,,
28101,3,1,,경상남도  연안일원,경상남도 거제시 동부면 오송항,오송항
28102,4,1,,경상남도  연안일원,경상남도 거제시 사등면 견내량항,견내량항
28103,11,1,,경상남도  연안일원,경상남도 거제시 일운면 구조라항,구조라항
28104,18,1,,경상남도  연안일원,경상남도 거제시 남부면 저구항,저구항
28105,9,1,,경상남도  연안일원,경상남도 거제시 거제면 아지랑항,아지랑항
28106,11,1,,경상남도  연안일원,경상남도 거제시 일운면 와현항,와현항
28107,4,1,,경상남도  연안일원,경상남도 거제시 사등면 계도항,계도항
28108,6,1,,경상남도  연안일원,경상남도 거제시 동부면 영북항,영북항
28109,5,1,,경상남도  연안일원,경상남도 거제시 일운면 옥림항,옥림항
28110,6,1,,경상남도  연안일원,경상남도 거제시 남부면 도장포항,도장포항
28111,11,1,,경상남도  연안일원,경상남도 거제시 일운면 구조라항,구조라항
28112,10,1,,경상남도  연안일원,경상남도 거제시 남부면 저구항,저구항
28113,4,1,,경상남도  연안일원,경상남도 거제시 거제면 법동항,법동항
28114,5,1,,경상남도  연안일원,경상남도 거제시 장목면 외포항,외포항
28115,6,1,,경상남도  연안일원,경상남도 거제시 일운면 지세포항,지세포항
28116,3,1,,경상남도  연안일원,경상남도 거제시 옥포동 옥포항,옥포항
28117,11,1,,경상남도  연안일원,경상남도 거제시 남부면 다대다포항,다대다포항
28118,4,1,,경상남도  연안일원,경상남도 거제시 일운면 지세포항,지세포항
28119,7,1,,경상남도  연안일원,경상남도 거제시 장승포동 장승포항,장승포항
28120,15,1,안흥항,충남도 해상일원,근흥면 안흥항,
28121,18,1,안흥항,충남도 해상일원,근흥면 안흥항,
28122,18,1,안흥항,충남도 해상일원,근흥면 안흥항,
28123,11,1,당암항,충남도 해상일원,남면 당암항,
28124,15,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28125,16,1,충남 태안군 근흥면,충남도 해상일원,근흥면 신진도항,
28126,18,1,백사장항,충남도 해상일원,안면읍 백사장항,
28127,4,1,내도항,경상남도  연안일원,경상남도 거제시 일운면 와현리 내도항,내도항
28128,6,1,도장포항,경상남도  연안일원,경상남도 거제시 남부면 갈곶리 도장포항,도장포항
28129,11,1,견내량항,경상남도  연안일원,경상남도 거제시 사등면 덕호리 견내량항,견내량항
28130,4,1,,경상남도  연안일원,경상남도 거제시 거제면 아지랑항,아지랑항
28131,8,1,,경상남도  연안일원,경상남도 거제시 남부면 여차항,여차항
28132,11,1,둔덕면 녹산항,경상남도  연안일원,경상남도 거제시 둔덕면 술역리,
28133,8,1,남부면 도장포항,경상남도  연안일원,경상남도 거제시 남부면 갈곶리,
28134,4,1,옥포항,경상남도  연안일원,경상남도 거제시 옥포1동,
28135,4,1,거제면 내간항,경상남도  연안일원,경상남도 거제시 거제면 내간리,
28136,4,1,장목항,경상남도  연안일원,경상남도 거제시 장목면 장목리 장목항,장목항
28137,11,1,대포항,경상남도  연안일원,경상남도 거제시 남부면 저구리 대포항,대포항
28138,4,1,아지라항,경상남도  연안일원,경상남도 거제시 거제면 법동리 아지라항,아지라항
28139,18,1,남부면 다대·다포항,경상남도  연안일원,경상남도 거제시 남부면 다대·다포항,다대·다포항
28140,7,1,고현동 고현항,경상남도  연안일원,경상남도 거제시 고현동 고현항,고현항
28141,9,1,남부면 저구항,경상남도  연안일원,경상남도 거제시 남부면 저구리 저구항,저구항
28142,3,1,동부면 오송항,경상남도  연안일원,경상남도 거제시 동부면 오송리 오송항,오송항
28143,8,1,동부면 오송항,경상남도  연안일원,경상남도 거제시 동부면 오송리 오송항,오송항
28144,7,1,둔덕면 녹산항,경상남도  연안일원,경상남도 거제시 둔덕면 녹산리 녹산항,녹산항
28145,5,1,하청면 어온항,경상남도  연안일원,경상남도 거제시 하청면 어온리 어온항,어온항
28146,9,1,남부면 탑포항,경상남도  연안일원,경상남도 거제시 남부면 탑포리 탑포항,탑포항
28147,3,1,동부면 학동항,경상남도  연안일원,경상남도 거제시 동부면 학동리 학동항,학동항
28148,7,1,고현동 고현항,경상남도  연안일원,경상남도 거제시 고현동 고현항,고현항
28149,8,1,옥림항,경상남도  연안일원,경상남도 거제시 일운면 옥림리 옥림항,
28150,9,1,여차항,경상남도  연안일원,경상남도 거제시 남부면 여차항,
28151,4,1,아지랑항,경상남도  연안일원,경상남도 거제시 거제면 아지랑항,
31884,,,도양읍,,,
28152,13,1,방포항,충청남도  연안일원,충청남도 태안군 안면읍 승언리 방포항,
28153,21,1,,충청남도  연안일원,,
28154,11,1,,충청남도  연안일원,,
28155,17,1,드르니항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28156,21,1,모항항,충청남도  연안일원,,
28157,17,1,모항항,충청남도  연안일원,,
28158,14,1,학암포항,충청남도  연안일원,,
28159,11,1,안흥외항,충남도 해상일원,근흥면 신진도항,
28160,7,1,당암항,충남도 해상일원,남면 당암항,
28161,11,1,황포항,충남도 해상일원,안면읍 황포항,
28162,17,1,안흥외항,충남도 해상일원,안면읍 방포항,
28163,14,1,안흥외항,충남도 해상일원,근흥면 신진도항,
28164,21,1,안흥항,충남도 해상일원,근흥면 안흥항,
28165,11,1,영목항,충남도 해상일원,고남면 영목항,
28166,11,1,대야도항,충남도 해상일원,안면읍 대야도항,
28167,8,1,마검포항,충남도 해상일원,남면 마검포항,
28168,18,,안흥내항,충남도 해상일원,근흥면 안흥항,
28169,20,2,안흥외항,충남도 해상일원,근흥면 신진도항,
28170,21,1,,충남도 해상일원,근흥면 신진도항,
28171,21,1,학암포항,충남도 해상일원,근흥면 신진도항,
28172,11,1,다대항,경상남도  연안일원,경상남도 거제시 남부면 다대리 다대항,다대항
28173,16,1,방포항,충남도 해상일원,안면읍 방포항,
28174,16,1,의점항,충남도 해상일원,고남면 의점항,
28175,21,1,마검포항,충남도 해상일원,남면 마검포항,
28176,11,1,신온항,충남도 해상일원,남면 신온항,
28177,11,1,담암항,충남도 해상일원,남면 당암항,
28178,17,1,안흥외항,충남도 해상일원,근흥면 신진도항,
28179,6,1,청산항,충남도 해상일원,원북면 청산항,
28180,15,1,외도항,충남도 해상일원,안면읍 외도항,
28181,10,1,안흥항,충남도 해상일원,근흥면 신진도항,
28182,17,1,방포항,충청남도  연안일원,충청남도 태안군 안면읍 승언리,
28183,16,1,방포항,충청남도  연안일원,충청남도 태안군 안면읍 승언리,
28184,21,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28185,11,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28186,6,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28187,16,1,백사장항,충청남도  연안일원,충청남도 태안군 안면읍 창기리,
28188,11,1,모항,충청남도  연안일원,충청남도 태안군 소원면 모항리,
28189,17,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28190,11,1,고남면 탄개포항,충청남도  연안일원,,
28191,7,1,학암포항,충청남도  연안일원,,
28192,14,1,학암포항,충청남도  연안일원,,
28193,11,1,방포항,충청남도  연안일원,충청남도 태안군 안면읍 승언리 방포항,
28194,15,1,통개항,충청남도 해상일원,소원면 통개항,
28195,21,1,안흥항,충청남도 해상일원,근흥면 안흥항,
28196,8,1,당암항,충청남도 해상일원,남면 당암항,
28197,8,1,영목항,충청남도 해상일원,고남면 영목항,
28198,4,1,채석포항,충청남도 해상일원,근흥면 채석포항,
28199,21,1,안흥내항,충청남도 해상일원,근흥면 안흥항,
28200,17,1,안흥외항,충청남도 해상일원,근흥면 안흥항,
28201,15,1,안흥내항,충청남도 해상일원,안면읍 방포항,
28202,14,1,만대항,충남도해상일원,이원면 만대항,
28203,7,1,당암항,충남도 해상일원,남면 당암항,
28204,15,1,방포항,충남도 해상일원,안면읍 방포항,
28205,4,1,만리포항,충청남도 해상일원,소원면 만리포항,
28206,17,1,,충청남도 해상일원,소원면 천리포항,
28207,8,1,당암항,충청남도 해상일원,남면 당암항,
28208,11,1,통개항,충청남도 해상일원,소원면 통개항,
28209,11,1,통개항,충청남도 해상일원,소원면 통개항,
28210,17,1,와현항,경상남도  연안일원,경상남도 거제시 일운면 와현리 와현항,
28211,6,1,옥림항,경상남도  연안일원,경상남도 거제시 일운면 옥림리 옥림항,
28212,11,1,여차항,경상남도  연안일원,경상남도 거제시 남부면 여차항,
28213,11,1,견내랑항,경상남도  연안일원,경상남도 거제시 사등면 견내랑항,
28214,3,1,아지랑항,경상남도  연안일원,경상남도 거제시 거제면 법동리 아지랑항,
28215,7,1,덕포항,경상남도  연안일원,경상남도 거제시 덕포동 덕포항,
28216,8,1,장승포항,경상남도  연안일원,경상남도 거제시 장승포동 장승포항,
28217,8,1,탑포항,경상남도  연안일원,경상남도 거제시 남부면 탑포리 탑포항,
28218,11,1,도장포항,경상남도  연안일원,경상남도 거제시 남부면 갈곶리 갈곶항,
28219,5,1,아지랑항,경상남도  연안일원,경상남도 거제시 거제면 법동리 아지랑항,
28220,4,1,아지랑항,경상남도  연안일원,경상남도 거제시 거제면 법동리 아지랑항,
28221,7,1,지세포항,경상남도  연안일원,경상남도 거제시 일운면 지세포리 지세포항,
28222,4,1,송포항,경상남도  연안일원,경상남도 거제시 하청면 대곡리 송포항,
28223,11,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라리 구조라항,
28224,10,1,대포근포항(근포항),경상남도  연안일원,경상남도 거제시 남부면 대포근포항(근포항),
28225,5,1,양화항,경상남도  연안일원,경상남도 거제시 일운면 망치리,
28226,17,1,채석포항,충남도 해상일원,근흥면 채석포항,
28227,11,1,만대항,충남도 해상일원,이원면 만대항,
28228,7,1,가경주항,충남도 해상일원,고남면 가경주항,
28229,11,1,태안군,충남도 해상일원,이원면 만대항,
28230,17,1,고남면(장곰포),충남도 해상일원,고남면 장곰항,
28231,6,1,천리포항,충남도 해상일원,소원면 천리포항,
28232,11,1,가의도항,충남해상일원,신진파출소,
28233,13,1,방포항,충남해상일원,방포출장소,
28234,15,1,안흥내항,충남해상일원,안흥출장소,
28235,13,1,방포항,충남해상일원,방포출장소,
28236,18,1,안흥항,충남해상일원,안흥출장소,
28237,18,1,백사장항,충남해상일원,백사장항,
28238,17,1,안흥내항,충남해상일원,안흥출장소,
28239,21,1,안흥외항,충남해상일원,신진파출소,
28240,14,1,가의도항,충남해상일원,신진파출소,
28241,8,1,모항항,충남해상일원,통개항,
28242,20,2,안흥외항,충남해상일원,신진파출소,
28243,11,1,통개항,충남해상일원,파도리출장소,
28244,21,1,안흥내항,충남해상일원,안흥출장소,
28245,7,1,모항항,충남해상일원,모항출장소,
28246,15,1,안흥내항,충남해상일원,안흥출장소,
28247,18,1,안흥항,충남해상일원,안흥출장소,
28248,14,1,영목항,충남해상일원,영목출장소,
28249,18,1,영목항,충남해상일원,영목출장소,
28250,16,1,모항항,충남해상일원,모항출장소,
28251,14,1,방포항,충남해상일원,방포출장소,
28252,11,1,탄개포항,충남해상일원,탄개대행신고소,
28253,11,1,방포항,충남해상일원,방포출장소,
28254,10,1,안흥외항,충남해상일원,신진파출소,
28255,11,1,통개항,충남해상일원,파도리출장소,
28256,16,1,통개항,충남해상일원,파도리출장소,
28257,17,1,통개항,충남해상일원,파도리출장소,
28258,10,1,만대항,충남도 해상일원,이원면 만대항,
28259,11,1,통개항,충남도 해상일원,소원면 통개항,
28260,18,1,만대항,충남도 해상일원,근흥면 신진도항,
28261,16,1,모항항,충남도 해상일원,소원면 모항항,
28262,11,1,통개항,충남도 해상일원,소원면 통개항,
28263,11,1,천리포항,충남도 해상일원,소원면 만리포항,
28264,16,1,몽산항,충남도 해상일원,남면 몽산포항,
28265,7,1,통개항,충남도 해상일원,소원면 통개항,
28266,3,1,당암항,충남도 해상일원,남면 당암항,
28267,4,1,사등면 광리항,경상남도  연안일원,경상남도 거제시 사등면 광리항,광리항
28268,7,1,연포항,충남해상일원,연포출장소,
28269,19,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 정죽5리,
28270,8,1,만대항,충청남도  연안일원,충청남도 태안군 이원면 내리 만대항,만대항
28271,16,1,통개항,충청남도  연안일원,충청남도 태안군 소원면 파도리,
28272,8,1,가경주항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28273,21,1,학암포항,충청남도  연안일원,충청남도 태안군 원북면 방갈리 학암포항,학암포항
28274,11,1,신온항,충청남도  연안일원,충청남도 태안군 남면 신온리 신온항,신온항
28275,6,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리 마검포항,마검포항
28276,13,1,방포항,충청남도  연안일원,충청남도 태안군 안면읍 승언8리,
28277,7,1,가경주항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28278,11,1,안흥외항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리 안흥외항,안흥외항
28279,10,1,모항항,충청남도  연안일원,충청남도 태안군 소원면 모항리,
28280,5,1,천리포항,충청남도  연안일원,충청남도 태안군 소원면 의항리,
28281,8,1,항포항,충청남도  연안일원,충청남도 태안군 안면읍 신야리,
28282,7,1,신진도항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28283,10,11,신진도항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28284,8,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 정죽리,
28285,10,1,연포항,충청남도  연안일원,충청남도 태안군 근흥면 도황리,
28286,11,1,백사장항,충청남도  연안일원,충청남도 태안군 안면읍 창기리,
28287,21,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 정죽5리,
28288,8,1,대야도항,충청남도  연안일원,충청남도 태안군 안면읍 중장5리,
28289,4,1,,경상남도  연안일원,경상남도 거제시 하청면 황덕도항,황덕도항
28290,6,1,,경상남도  연안일원,경상남도 거제시 남부면,
28338,7,1,외도항,충남해상일원,방포출장소,
28291,6,1,,경상남도  연안일원,경상남도 거제시 일운면 구조라항,구조라항
28292,4,1,,경상남도  연안일원,경상남도 거제시 장목면 이수도항,이수도항
28293,9,1,의항항,충남도 해상일원,소원면 천리포항,
28294,11,1,의항항,충남도 해상일원,소원면 천리포항,
28295,13,1,근흥 안흥외항,충남도 해상일원,근흥면 안흥외항,
28296,11,1,통개항,충남도 해상일원,소원면 통개항,
28297,6,1,여은돌항,충남도 해상일원,소원면 어은들항,
28298,18,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28299,11,1,학암포항,충남도 해상일원,원북면 학암포항,
28300,11,1,통개항,충남도 해상일원,소원면 통개항,
28301,7,1,학암포항,충남도 해상일원,원북면 학암포항,
28302,17,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28303,15,1,가의도항,충남도 해상일원,근흥면 안흥외항,
28304,11,1,통개항,충남도 해상일원,소원면 통개항,
28305,11,1,청산리항,충남도 해상일원,원북면 학암포항,
28306,4,1,방포항,충남도 해상일원,안면읍 방포항,
28307,15,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28308,10,1,만리포항,충남도 해상일원,소원면 만리포항,
28309,11,1,무창포항,충남도 해상일원,소원면 통개항,
28310,13,1,방포항,충남도 해상일원,안면읍 방포항,
28311,17,1,안흥내항,충남도 해상일원,근흥면 안흥항,
28312,18,1,안흥항,충남도 해상일원,그흥면 안흥항,
28313,17,1,영목항,충남도 해상일원,고남면 영목항,
28314,11,1,만수동항,충남도 해상일원,고남면 만수동항,
28315,21,1,신진항,충남도 해상일원,근흥면 안흥외항,
28316,11,1,통개항,충남도 해상일원,소원면 통개항,
28317,3,1,,경상남도  연안일원,경상남도 거제시 하청면 유계항,유계항
28318,17,1,,경상남도  연안일원,경상남도 거제시 남부면 다대다포항항,다대다포항항
28319,8,1,황포항,충청남도  연안일원,충청남도 태안군 안면읍 신야리,
28320,17,1,어은들,충청남도  연안일원,충청남도 태안군 소원면 모항리,
28321,4,1,,충청남도  연안일원,충청남도 태안군 이원면 내리 만대항,
28322,10,1,고남면 구매항,충청남도  연안일원,,
28323,11,1,당암항,충청남도  연안일원,충청남도 태안군 남면 당암리,
28324,3,1,강문항,강원도  연안일원,,
28325,11,1,통개항,충청남도  연안일원,충청남도 태안군 소원면 파도리,
28326,8,1,몽산포항,충청남도  연안일원,충청남도 태안군 남면 몽산리,
28327,5,1,고남면 가경주항,충청남도  연안일원,,
28328,15,1,고남면 의점항,충청남도  연안일원,,
28329,8,1,천리포항,충청남도  연안일원,충청남도 태안군 소원면 의항리,
28330,15,1,고남면 가경주항,충청남도  연안일원,,
28331,11,1,신진도항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28332,6,1,마검포항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28333,11,1,여은돌항,충남해상일원,모항출장소,
28334,13,1,마검포항,충남해상일원,마검포출장소,
28335,18,1,,충남해상일원,신진파출소,
28336,11,1,의항항,충남해상일원,천리포출장소,
28337,11,1,학암포항,충남해상일원,학암포출장소,
28339,5,1,통개항,충남해상일원,파도리출장소,
28340,11,1,여은들항,충남해상일원,어은돌대행신고소,
28341,15,1,통개항,충남해상일원,파도리출장소,
28342,11,1,통개항,충남해상일원,파도리출장소,
28343,15,1,장곰포항,충남해상일원,장곰포대행신고소,
28344,11,1,백사장항,충남해상일원,안면파출소,
28345,9,1,백사장항,충남해상일원,안면파출소,
28346,17,1,학암포항,충청남도  연안일원,충청남도 태안군 원북면 방갈리 학암포항,학암포항
28347,16,1,백사장항,충청남도  연안일원,충청남도 태안군 안면읍 창기리,
28348,8,1,학암포항,충청남도  연안일원,충청남도 태안군 원북면 방갈리 학암포항,학암포항
28349,13,1,백사장,충청남도  연안일원,충청남도 태안군 안면읍 창기리,
28350,11,1,천리포,충청남도  연안일원,충청남도 태안군 소원면 의항리,
28351,10,1,학암포항,충청남도  연안일원,충청남도 태안군 원북면 방갈리 학암포항,학암포항
28352,17,1,가경주항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28353,14,1,안흥항,충청남도  연안일원,충청남도 태안군 근흥면 신진도리,
28354,10,1,학암포항,충청남도  연안일원,충청남도 태안군 원북면 방갈리 학암포항,학암포항
28355,15,1,의점항,충청남도  연안일원,충청남도 태안군 고남면 고남리,
28356,8,1,장승포항,경상남도  연안일원,경상남도 거제시 장승포동 장승포항,
28357,11,1,예구항,경상남도  연안일원,경상남도 거제시 일운면 예구항,
28358,4,1,다대다포항(다대항),경상남도연안일원,경상남도 거제시 남부면 다대리 다대다포항(다대항),
28359,7,1,외포항,경상남도  연안일원,경상남도 거제시 장목면 외포리 외포항,
28360,11,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라리 구조라항,
28361,15,1,갈곶항,경상남도  연안일원,경상남도 거제시 남부면 갈곶리 갈곶항,
28362,5,1,지세포항,경상남도  연안일원,경상남도 거제시 일운면 지세포리 지세포항,
28363,7,1,광리항,경상남도  연안일원,경상남도 거제시 사등면 광리항,
28364,21,1,구조라항,경상남도  연안일원,경상남도 거제시 일운면 구조라리 구조라항,
28365,11,1,모항항,충청남도 해상일원,소원면 모항항,
28366,6,1,,경상남도  연안일원,경상남도 거제시 사등면 성포항,성포항
28367,4,1,,경상남도  연안일원,경상남도 거제시 하청면 하청항,하청항
28368,17,1,,경상남도  연안일원,경상남도 거제시 남부면,
28369,11,1,의항항,충청남도 해상일원,소원면 의항항,
28370,5,1,대야도항,충청남도 해상일원,안면읍 대야도항,
28371,5,1,황골항,충청남도 해상일원,근흥면 황골항,
28372,20,2,신진도항,충청남도 해상일원,근흥면 신진도항,
28373,16,1,모항항,충청남도 해상일원,소원면 모항항,
28374,11,1,,충청남도 해상일원,근흥면 신진도항,
28375,11,1,모항항,충청남도 해상일원,소원면 모항항,
28376,21,1,궁평항,충청남도 해상일원,안면읍 외도항,
28377,8,1,당암항,충청남도 해상일원,남면 당암항,
28378,11,1,방포항,충청남도 해상일원,안면읍 방포항,
28379,4,1,당암항,충청남도 해상일원,남면 당암항,
28380,21,1,안흥내항,충청남도 해상일원,근흥면 안흥항,
28381,8,1,몽산포항,충청남도 해상일원,남면 몽산포항,
28382,8,1,견내랑항,경상남도  연안일원,경상남도 거제시 사등면 견내랑항,
28474,8,1,,충남도 해상일원,남면 몽산포항,
28383,5,1,견내랑항,경상남도  연안일원,경상남도 거제시 사등면 견내랑항,
28384,9,1,대포근포항(대포항),경상남도  연안일원,경상남도 거제시 남부면 저구리 대포근포항(대포항),
28385,9,1,지세포항,경상남도  연안일원,경상남도 거제시 일운면 지세포리 지세포항,
28386,12,1,옥림항,경상남도  연안일원,경상남도 거제시 일운면 옥림리 옥림항,
28387,9,1,시방항,경상남도  연안일원,경상남도 거제시 장목면 시방리 시방항,
28388,4,1,내도항,경상남도  연안일원,경상남도 거제시 일운면 내도항,
28389,20,1,근포대포항(대포항),경상남도  연안일원,경상남도 거제시 남부면 근포대포항(대포항),
28390,6,1,도장포항,경상남도  연안일원,경상남도 거제시 남부면 도장포항,
28391,12,1,동부면 가배항,경상남도  연안일원,경상남도 거제시 동부면 가배리 가배항,가배항
28392,5,1,남부면 도장포항,경상남도  연안일원,경상남도 거제시 남부면 도장포항,도장포항
28393,4,1,장목면 관포항,경상남도  연안일원,경상남도 거제시 장목면 관포리 관포항,관포항
28394,4,1,사등면 광리항,경상남도  연안일원,경상남도 거제시 사등면 광리항,광리항
28395,4,1,다대·다포항,경상남도  연안일원,경상남도 거제시 남부면 다대·다포항,다대·다포항
28396,8,1,사등면 견내량항,경상남도  연안일원,경상남도 거제시 사등면 견내량항,견내량항
28397,4,1,사등면 청곡항,경상남도  연안일원,경상남도 거제시 사등면 청곡리 청곡항,청곡항
28398,3,1,장목면 시방항,경상남도  연안일원,경상남도 거제시 장목면 시방리 시방항,시방항
28399,4,1,하청면 옥계항,경상남도  연안일원,경상남도 거제시 하청면 옥계항,옥계항
28400,5,1,동부면 가배항,경상남도  연안일원,경상남도 거제시 동부면 가배리 가배항,가배항
28401,5,1,장목면 궁농항,경상남도  연안일원,경상남도 거제시 장목면 궁농리 궁농항,궁농항
28402,6,1,동부면 가배항,경상남도  연안일원,경상남도 거제시 동부면 가배리 가배항,가배항
28403,11,1,장승포동 장승포항,경상남도  연안일원,경상남도 거제시 장승포동 장승포항,장승포항
28404,8,1,사등면 견내량항,경상남도  연안일원,경상남도 거제시 사등면 견내량항,견내량항
28405,9,1,남부면 명사항,경상남도  연안일원,경상남도 거제시 남부면 명사항,명사항
28406,4,1,광리항,경상남도  연안일원,경상남도 거제시 사등면 덕호리 광리항,
28407,14,1,안흥구항,충남도 해상일원,근흥면 안흥(내)항,
28408,3,1,학암포항,충청남도  연안일원,,
28409,11,1,신온항,충청남도  연안일원,충청남도 태안군 남면 신온리,
28410,13,1,의점항,충남도 해상일원,고남면 의점항,
